iter	Logloss
300	0.06462165583
301	0.06460392512
302	0.06430373502
303	0.06376790011
304	0.06365856265
305	0.06335368811
306	0.06308941524
307	0.06258582306
308	0.06239141371
309	0.06236703929
310	0.06223255455
311	0.06215438137
312	0.06205631498
313	0.06177665022
314	0.06170414251
315	0.06161492607
316	0.06131094668
317	0.06109591352
318	0.0608707198
319	0.06077271053
320	0.06036970328
321	0.06021685254
322	0.05959040207
323	0.05931104577
324	0.05906177908
325	0.05898576334
326	0.05871945193
327	0.05852268726
328	0.05827652259
329	0.05809949569
330	0.05766703848
331	0.05756819782
332	0.0573702319
333	0.05736297216
334	0.05712267387
335	0.0567150682
336	0.05666701281
337	0.05660690738
338	0.05634039415
339	0.05609113339
340	0.05559784146
341	0.05543781897
342	0.05516013587
343	0.05515434639
344	0.05501274314
345	0.05480176969
346	0.05454629918
347	0.05415911581
348	0.05398459398
349	0.05377468668
350	0.05375606803
351	0.05353376215
352	0.05316680931
353	0.0528008927
354	0.05250614948
355	0.05248854524
356	0.0522884693
357	0.05220402052
358	0.05218431413
359	0.05216612612
360	0.05197692932
361	0.05163832707
362	0.05161186796
363	0.05150951766
364	0.05137501223
365	0.05130468564
366	0.05099908222
367	0.05086562097
368	0.05062289989
369	0.0504336153
370	0.05028458794
371	0.05023674091
372	0.05002768209
373	0.04954296901
374	0.04935276544
375	0.04924999945
376	0.0491698076
377	0.04890563208
378	0.04878799875
379	0.04860717858
380	0.04859905483
381	0.0484234324
382	0.04819953001
383	0.04795870538
384	0.04781763568
385	0.04759736001
386	0.04752683271
387	0.04740537733
388	0.04726349582
389	0.04700972641
390	0.04683314672
391	0.04664279325
392	0.04648365802
393	0.04633876581
394	0.0460902474
395	0.04595093069
396	0.04594501856
397	0.04580505169
398	0.04565714515
399	0.04546693695
400	0.04544484963
401	0.04517567603
402	0.04503696655
403	0.04471731789
404	0.04450677173
405	0.04419862826
406	0.04409279243
407	0.04408186385
408	0.04389528117
409	0.04373453287
410	0.04372514781
411	0.04349001813
412	0.04337007769
413	0.04327924684
414	0.04320621304
415	0.04306370185
416	0.04303512797
417	0.04298486789
418	0.04285854724
419	0.04273772919
420	0.04257249308
421	0.04240212167
422	0.04239191248
423	0.04224991834
424	0.04200774702
425	0.04186569188
426	0.04153863933
427	0.04152809587
428	0.04148638252
429	0.04131209766
430	0.0411642623
431	0.04089013223
432	0.04074916476
433	0.04073603545
434	0.04064101132
435	0.04063272751
436	0.04037896195
437	0.0403740798
438	0.04020525827
439	0.04001141452
440	0.04000598267
441	0.03999853817
442	0.03995599613
443	0.03994649462
444	0.03977421813
445	0.03973574857
446	0.0395759588
447	0.03952405453
448	0.03941225048
449	0.03940342814
450	0.0393948567
451	0.03931450097
452	0.03907931155
453	0.03894515463
454	0.0388445906
455	0.03855789604
456	0.03849982047
457	0.03841509566
458	0.03835853766
459	0.0382480313
460	0.03818495
461	0.0381536063
462	0.0379119492
463	0.03775815848
464	0.0376170957
465	0.03755576745
466	0.03735763982
467	0.03735290007
468	0.03723060213
469	0.03703085287
470	0.03693865719
471	0.03675071275
472	0.03670417079
473	0.03658044469
474	0.03648200523
475	0.03645409871
476	0.03631498618
477	0.03616078384
478	0.03609918629
479	0.03598890134
480	0.03598293291
481	0.03587473653
482	0.03586628493
483	0.03577023903
484	0.03575554432
485	0.0357487754
486	0.03558217051
487	0.03555398256
488	0.03547922289
489	0.03547273809
490	0.03521854059
491	0.03516542384
492	0.03503020127
493	0.03499599846
494	0.03495868937
495	0.03483867536
496	0.03479920966
497	0.03460787614
498	0.03457778254
499	0.03446412823
500	0.03430739774
501	0.03420463547
502	0.03402020375
503	0.03387530555
504	0.03383261842
505	0.0337068899
506	0.0335688001
507	0.03356581991
508	0.03346578494
509	0.03332269393
510	0.03331959708
511	0.03316769812
512	0.03304347263
513	0.03289031188
514	0.03288243401
515	0.03284126689
516	0.03283785962
517	0.03260890456
518	0.03260156623
519	0.03259641175
520	0.0323551582
521	0.03226996281
522	0.0322625464
523	0.03209661563
524	0.03200453051
525	0.03185543218
526	0.0317562515
527	0.0316854668
528	0.03166224375
529	0.03156615787
530	0.03135719176
531	0.03129089111
532	0.03122761123
533	0.03120552352
534	0.03107633663
535	0.03099020568
536	0.03098686036
537	0.03098314729
538	0.0309622999
539	0.03067127854
540	0.03064388146
541	0.03052161451
542	0.03051739317
543	0.03045247711
544	0.0304524424
545	0.03036781721
546	0.03034082657
547	0.03020615352
548	0.03000704079
549	0.02998639666
550	0.02996759176
551	0.02996498667
552	0.02989184278
553	0.02971013684
554	0.02957803821
555	0.02950173134
556	0.02939830605
557	0.02931097226
558	0.02930191323
559	0.02925546168
560	0.0292383308
561	0.02923507546
562	0.02918323492
563	0.02911864794
564	0.02903289117
565	0.02893999481
566	0.02893638535
567	0.02880635941
568	0.0287486906
569	0.02864963871
570	0.02863369973
571	0.0284785766
572	0.02843971158
573	0.02830878405
574	0.02830875356
575	0.02819293876
576	0.02818401351
577	0.02809865761
578	0.02804362385
579	0.02802684354
580	0.02801258994
581	0.02789387782
582	0.02788414655
583	0.02782585622
584	0.02782477591
585	0.02773321925
586	0.02773147905
587	0.02770616077
588	0.02770386157
589	0.02751742134
590	0.02740482515
591	0.02736331688
592	0.02727030208
593	0.02725666983
594	0.02725154778
595	0.02724586551
596	0.02715974473
597	0.0270835537
598	0.02703287385
599	0.02696941015
600	0.02696499071
601	0.02691588752
602	0.0268831138
603	0.02674252534
604	0.02661208671
605	0.0266085805
606	0.0265287824
607	0.0264393394
608	0.02641205664
609	0.02629016199
610	0.02624456035
611	0.02619457254
612	0.02616399874
613	0.02616398966
614	0.0261339557
615	0.02597335053
616	0.02590999821
617	0.02588803677
618	0.02585415696
619	0.02577228169
620	0.02576822176
621	0.02574196682
622	0.02568149208
623	0.02568154431
624	0.02562384705
625	0.02552863326
626	0.02547749156
627	0.02533271425
628	0.02533056134
629	0.02530068506
630	0.02525282341
631	0.02521883832
632	0.02515674339
633	0.02515374724
634	0.0250895228
635	0.02506060357
636	0.02505750303
637	0.02489859294
638	0.02489684356
639	0.02486180883
640	0.02480341203
641	0.02473861712
642	0.02460876388
643	0.02458115326
644	0.02451132757
645	0.02450475485
646	0.02450257029
647	0.02446678439
648	0.02439214312
649	0.02439164779
650	0.02434635121
651	0.02434558512
652	0.02434369192
653	0.02422281846
654	0.02416379766
655	0.02406489058
656	0.0240033012
657	0.02400205332
658	0.02391622073
659	0.02379466469
660	0.02373239644
661	0.02372096505
662	0.02369865591
663	0.02361365669
664	0.02359466777
665	0.02358098763
666	0.02345550781
667	0.02343840799
668	0.02341219188
669	0.02337133462
670	0.02335834668
671	0.02328351211
672	0.02327150859
673	0.02321423894
674	0.0232120763
675	0.02317897488
676	0.02315773388
677	0.02314762848
