iter	Logloss
0	0.5934316931
1	0.5203354796
2	0.4684682663
3	0.4283760969
4	0.3985806028
5	0.3766618714
6	0.3572518079
7	0.3444730445
8	0.3343297927
9	0.3210625581
10	0.3134093381
11	0.3064148248
12	0.2990138944
13	0.2937988835
14	0.288036976
15	0.2833293395
16	0.2789049408
17	0.274249616
18	0.2695174844
19	0.2665064781
20	0.2632985067
21	0.2603617865
22	0.2563961834
23	0.2556978441
24	0.2522433575
25	0.2506837734
26	0.2484828348
27	0.2461962362
28	0.2456640671
29	0.2439437544
30	0.2434417074
31	0.2425249717
32	0.2421478423
33	0.2395121212
34	0.2364506763
35	0.2333357406
36	0.2330257158
37	0.2302250889
38	0.2281915628
39	0.225687438
40	0.2253366522
41	0.2240442006
42	0.2231309305
43	0.2228051025
44	0.2214072789
45	0.2186682573
46	0.2184912371
47	0.2160422019
48	0.2149816446
49	0.2130012919
50	0.2121514154
51	0.2110589527
52	0.2094006956
53	0.2073344513
54	0.2052258757
55	0.2047530148
56	0.2027200891
57	0.2014458738
58	0.1988268988
59	0.1974338478
60	0.1968721326
61	0.1957507579
62	0.1955144514
63	0.1934315387
64	0.1924866239
65	0.1911902076
66	0.1900078196
67	0.1880266929
68	0.1878925221
69	0.1868887602
70	0.1860536605
71	0.1847706314
72	0.1844782417
73	0.1832720986
74	0.1822371081
75	0.1808504972
76	0.1806828759
77	0.1803152434
78	0.1801521635
79	0.1788368336
80	0.1783654974
81	0.1776513922
82	0.176741844
83	0.1747713045
84	0.173568112
85	0.1723188994
86	0.170814411
87	0.170310578
88	0.1694162236
89	0.168197158
90	0.1670660475
91	0.1660690255
92	0.1650606985
93	0.1639993566
94	0.1629366816
95	0.1624035321
96	0.1620974683
97	0.1620260642
98	0.160380418
99	0.159270633
100	0.1580401114
101	0.1568786638
102	0.1564025162
103	0.1549977572
104	0.1541817792
105	0.1540613806
106	0.1521469725
107	0.1520819014
108	0.1513128599
109	0.1496038369
110	0.1491443397
111	0.1484575006
112	0.1479732335
113	0.1477837943
114	0.1466918028
115	0.1452636517
116	0.1437016233
117	0.1427838357
118	0.1418766139
119	0.1416428246
120	0.1408552738
121	0.1402241143
122	0.13973871
123	0.1389235596
124	0.1388502447
125	0.1379005675
126	0.1367571178
127	0.1360007292
128	0.1349318354
129	0.1344230133
130	0.1335413547
131	0.1322897542
132	0.1311608381
133	0.1301797384
134	0.1298990622
135	0.1285576752
136	0.1282221853
137	0.1279159798
138	0.1272595355
139	0.1264222607
140	0.1254225871
141	0.1252352955
142	0.1250219134
143	0.124063194
144	0.123407325
145	0.1231952182
146	0.1223102915
147	0.1210793643
148	0.1210439617
149	0.1201480984
150	0.1194138019
151	0.1182806221
152	0.1182186312
153	0.117373166
154	0.1170541898
155	0.1168316907
156	0.1163110924
157	0.1152843057
158	0.1148123761
159	0.1139479582
160	0.1138884964
161	0.1133156879
162	0.1124578561
163	0.1118237946
164	0.1111830136
165	0.1107534234
166	0.1107130139
167	0.1101670068
168	0.1099002254
169	0.1090667433
170	0.1089779605
171	0.1084041058
172	0.1077726229
173	0.1071538687
174	0.107084577
175	0.1063818728
176	0.1057413351
177	0.1056817893
178	0.1053317481
179	0.1047377733
180	0.1046810184
181	0.1040311002
182	0.1038457494
183	0.1037710724
184	0.1034304473
185	0.103119177
186	0.1026966618
187	0.1020804204
188	0.1017081874
189	0.1010774477
190	0.1003962694
191	0.09985523903
192	0.09979701082
193	0.09929023663
194	0.09871878149
195	0.09785534712
196	0.09737265187
197	0.0965879682
198	0.09628785575
199	0.09612890723
200	0.09567921978
201	0.09526780002
202	0.09510574588
203	0.09492064815
204	0.09476140783
205	0.09396663849
206	0.09376671135
207	0.09353982219
208	0.09339363567
209	0.09337149466
210	0.09280884015
211	0.09263358386
212	0.09215572557
213	0.09178016257
214	0.09176173395
215	0.09139482978
216	0.09117794448
217	0.09089812133
218	0.09070380016
219	0.09057449914
220	0.09018097465
221	0.08971654314
222	0.08960196538
223	0.08883412379
224	0.08864826925
225	0.08795063553
226	0.08757847216
227	0.08689878757
228	0.08646768506
229	0.08575911124
230	0.08574238511
231	0.08510004751
232	0.084736592
233	0.0847206426
234	0.08406850439
235	0.08371386561
236	0.08368629973
237	0.08324802573
238	0.08270125944
239	0.08237551765
240	0.08156798774
241	0.08115309047
242	0.08099400303
243	0.08084760971
244	0.08061765518
245	0.08036095687
246	0.07997107042
247	0.07991990565
248	0.07940496647
249	0.07877889896
250	0.07864159817
251	0.07848796739
252	0.07827887014
253	0.07808876213
254	0.07775803016
255	0.07765349858
256	0.07761526135
257	0.07728092079
258	0.07726841068
259	0.07688910544
260	0.07662244584
261	0.07640146654
262	0.07570625661
263	0.07541502449
264	0.07501711081
265	0.07456166905
266	0.0739742028
267	0.07360809813
268	0.07302590456
269	0.07271639875
270	0.07254309669
271	0.07221612265
272	0.07220326296
273	0.0714938131
274	0.07138356669
275	0.07102034697
276	0.07093060969
277	0.07058035742
278	0.07032326561
279	0.0701416643
280	0.06975547099
281	0.06973395128
282	0.0694102363
283	0.06896520589
284	0.06868796516
285	0.06816889609
286	0.06797579521
287	0.06762564693
288	0.06739238784
289	0.06725008234
290	0.06717048669
291	0.06710502326
292	0.06649363083
293	0.06611859569
294	0.06600865056
295	0.06551945474
296	0.06544907441
297	0.06497110647
298	0.0649026935
299	0.06471671595
